Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,,,
12674151,0000001B,FALSE,Rx,0,3,23,FF,DC,00,00,00,00,00,,,
12704139,00000023,FALSE,Rx,0,5,23,E6,C2,00,33,00,00,00,,,
12754072,0000002E,FALSE,Rx,0,5,25,FC,FF,FF,DD,00,00,00,,FFFC,65532
12784580,0000001B,FALSE,Rx,0,3,25,FF,DA,00,00,00,00,00,,,
12814183,00000023,FALSE,Rx,0,5,25,4A,BD,00,D2,00,00,00,,,
12864163,0000001B,FALSE,Rx,0,3,26,FF,D9,00,00,00,00,00,,,
12894414,00000023,FALSE,Rx,0,5,26,4E,BD,00,CD,00,00,00,,,
12944194,0000001B,FALSE,Rx,0,3,28,FF,D7,00,00,00,00,00,,,
12974198,00000023,FALSE,Rx,0,5,28,CF,C2,00,45,00,00,00,,,
13024186,0000001B,FALSE,Rx,0,3,24,FF,DB,00,00,00,00,00,,,
13054221,00000023,FALSE,Rx,0,5,24,50,C2,00,C8,00,00,00,,,
13104225,0000001B,FALSE,Rx,0,3,27,FF,D8,00,00,00,00,00,,,
13134213,00000023,FALSE,Rx,0,5,27,EE,BD,00,2C,00,00,00,,,
13184625,0000001B,FALSE,Rx,0,3,B1,FF,4E,00,00,00,00,00,,,
13214228,00000023,FALSE,Rx,0,5,B1,80,7F,04,4A,00,00,00,,,
13264225,0000001B,FALSE,Rx,0,3,21,FF,DE,00,00,00,00,00,,,
13294579,00000023,FALSE,Rx,0,5,21,81,C2,00,9A,00,00,00,,,
13344295,0000001B,FALSE,Rx,0,3,22,FF,DD,00,00,00,00,00,,,
13374179,00000023,FALSE,Rx,0,5,22,8A,BD,00,95,00,00,00,,,
13424311,0000001B,FALSE,Rx,0,3,23,FF,DC,00,00,00,00,00,,,
13454226,00000023,FALSE,Rx,0,5,23,E6,C2,00,33,00,00,00,,,
13504214,0000001B,FALSE,Rx,0,3,25,FF,DA,00,00,00,00,00,,,
13534202,00000023,FALSE,Rx,0,5,25,4A,BD,00,D2,00,00,00,,,
13584271,0000001B,FALSE,Rx,0,3,26,FF,D9,00,00,00,00,00,,,
13614115,00000023,FALSE,Rx,0,5,26,4E,BD,00,CD,00,00,00,,,
13664160,0000001B,FALSE,Rx,0,3,28,FF,D7,00,00,00,00,00,,,
13694348,00000023,FALSE,Rx,0,5,28,CF,C2,00,45,00,00,00,,,
13744208,0000001B,FALSE,Rx,0,3,24,FF,DB,00,00,00,00,00,,,
13774196,00000023,FALSE,Rx,0,5,24,FD,C2,00,1B,00,00,00,,,
13824312,0000001B,FALSE,Rx,0,3,27,FF,D8,00,00,00,00,00,,,
13854227,00000023,FALSE,Rx,0,5,27,EE,BD,00,2C,00,00,00,,,
13904192,0000001B,FALSE,Rx,0,3,B1,FF,4E,00,00,00,00,00,,,
13934347,00000023,FALSE,Rx,0,5,B1,80,7F,04,4A,00,00,00,,,
13984280,0000001B,FALSE,Rx,0,3,21,FF,DE,00,00,00,00,00,,,
14014362,00000023,FALSE,Rx,0,5,21,81,C2,00,9A,00,00,00,,,
14064223,0000001B,FALSE,Rx,0,3,22,FF,DD,00,00,00,00,00,,,
14094466,00000023,FALSE,Rx,0,5,22,8A,BD,00,95,00,00,00,,,
14144238,0000001B,FALSE,Rx,0,3,23,FF,DC,00,00,00,00,00,,,
14174242,00000023,FALSE,Rx,0,5,23,E6,C2,00,33,00,00,00,,,
14224183,0000001B,FALSE,Rx,0,3,25,FF,DA,00,00,00,00,00,,,
14254345,00000023,FALSE,Rx,0,5,25,4A,BD,00,D2,00,00,00,,,
14304206,0000001B,FALSE,Rx,0,3,26,FF,D9,00,00,00,00,00,,,
14334337,00000023,FALSE,Rx,0,5,26,4E,BD,00,CD,00,00,00,,,
14384430,0000001B,FALSE,Rx,0,3,28,FF,D7,00,00,00,00,00,,,
14414170,00000023,FALSE,Rx,0,5,28,CF,C2,00,45,00,00,00,,,
14464262,0000001B,FALSE,Rx,0,3,24,FF,DB,00,00,00,00,00,,,
14494427,00000023,FALSE,Rx,0,5,24,AA,C3,00,6D,00,00,00,,,
14544350,0000001B,FALSE,Rx,0,3,27,FF,D8,00,00,00,00,00,,,
14574234,00000023,FALSE,Rx,0,5,27,EE,BD,00,2C,00,00,00,,,
14624167,0000001B,FALSE,Rx,0,3,B1,FF,4E,00,00,00,00,00,,,
14654314,00000023,FALSE,Rx,0,5,B1,80,7F,04,4A,00,00,00,,,
14704398,0000001B,FALSE,Rx,0,3,21,FF,DE,00,00,00,00,00,,,
14734217,00000023,FALSE,Rx,0,5,21,81,C2,00,9A,00,00,00,,,
14784255,0000002F,FALSE,Rx,0,5,22,8A,BD,0D,88,00,00,00,,BD8A,48522
14824306,0000002F,FALSE,Rx,0,5,23,E6,C2,05,2E,00,00,00,,C2E6,49894
14864182,0000002F,FALSE,Rx,0,5,25,4A,BD,05,CD,00,00,00,,BD4A,48458
14904123,0000002F,FALSE,Rx,0,5,26,4E,BD,05,C8,00,00,00,,BD4E,48462
14944183,0000002F,FALSE,Rx,0,5,28,CF,C2,05,40,00,00,00,,C2CF,49871
14984348,0000002F,FALSE,Rx,0,5,24,50,C7,05,BE,00,00,00,,C750,51024
15024184,0000002F,FALSE,Rx,0,5,27,EE,BD,05,27,00,00,00,,BDEE,48622
15064284,0000002F,FALSE,Rx,0,5,B1,FE,FF,00,4F,00,00,00,,FFFE,65534
15104280,0000002F,FALSE,Rx,0,5,21,81,C2,05,95,00,00,00,,C281,49793
15144237,0000001B,FALSE,Rx,0,3,22,FF,DD,00,00,00,00,00,,,
15174384,00000023,FALSE,Rx,0,5,22,8A,BD,00,95,00,00,00,,,
15224189,0000001B,FALSE,Rx,0,3,23,FF,DC,00,00,00,00,00,,,
15254312,00000023,FALSE,Rx,0,5,23,E6,C2,00,33,00,00,00,,,
15304254,0000001B,FALSE,Rx,0,3,25,FF,DA,00,00,00,00,00,,,
15334385,00000023,FALSE,Rx,0,5,25,4A,BD,00,D2,00,00,00,,,
15384508,0000001B,FALSE,Rx,0,3,26,FF,D9,00,00,00,00,00,,,
15414280,00000023,FALSE,Rx,0,5,26,4E,BD,00,CD,00,00,00,,,
15464436,0000001B,FALSE,Rx,0,3,28,FF,D7,00,00,00,00,00,,,
15494520,00000023,FALSE,Rx,0,5,28,CF,C2,00,45,00,00,00,,,
15544253,0000001B,FALSE,Rx,0,3,24,FF,DB,00,00,00,00,00,,,
15574376,00000023,FALSE,Rx,0,5,24,AD,C4,00,69,00,00,00,,,
15624364,0000001B,FALSE,Rx,0,3,27,FF,D8,00,00,00,00,00,,,
15654208,00000023,FALSE,Rx,0,5,27,EE,BD,00,2C,00,00,00,,,
15704277,0000001B,FALSE,Rx,0,3,B1,FF,4E,00,00,00,00,00,,,
15734345,00000023,FALSE,Rx,0,5,B1,80,7F,04,4A,00,00,00,,,
15784375,0000001B,FALSE,Rx,0,3,21,FF,DE,00,00,00,00,00,,,
15814722,00000023,FALSE,Rx,0,5,21,81,C2,00,9A,00,00,00,,,
15864215,0000001B,FALSE,Rx,0,3,22,FF,DD,00,00,00,00,00,,,
15894562,00000023,FALSE,Rx,0,5,22,8A,BD,00,95,00,00,00,,,
15944342,0000001B,FALSE,Rx,0,3,23,FF,DC,00,00,00,00,00,,,
15974346,00000023,FALSE,Rx,0,5,23,E6,C2,00,33,00,00,00,,,
16024287,0000001B,FALSE,Rx,0,3,25,FF,DA,00,00,00,00,00,,,
16054235,00000023,FALSE,Rx,0,5,25,4A,BD,00,D2,00,00,00,,,
16104249,0000001B,FALSE,Rx,0,3,26,FF,D9,00,00,00,00,00,,,
16134341,00000023,FALSE,Rx,0,5,26,4E,BD,00,CD,00,00,00,,,
16184362,0000001B,FALSE,Rx,0,3,28,FF,D7,00,00,00,00,00,,,
16214381,00000023,FALSE,Rx,0,5,28,CF,C2,00,45,00,00,00,,,
16264322,0000001B,FALSE,Rx,0,3,24,FF,DB,00,00,00,00,00,,,
16294901,00000023,FALSE,Rx,0,5,24,5B,C5,00,BA,00,00,00,,,
16344346,0000001B,FALSE,Rx,0,3,27,FF,D8,00,00,00,00,00,,,
16374333,00000023,FALSE,Rx,0,5,27,EE,BD,00,2C,00,00,00,,,
16424449,0000001B,FALSE,Rx,0,3,B1,FF,4E,00,00,00,00,00,,,
16454349,00000023,FALSE,Rx,0,5,B1,80,7F,04,4A,00,00,00,,,
16504298,0000001B,FALSE,Rx,0,3,21,FF,DE,00,00,00,00,00,,,
16534413,00000023,FALSE,Rx,0,5,21,81,C2,00,9A,00,00,00,,,
16584641,0000001B,FALSE,Rx,0,3,22,FF,DD,00,00,00,00,00,,,
16614325,00000023,FALSE,Rx,0,5,22,8A,BD,00,95,00,00,00,,,
16664417,0000001B,FALSE,Rx,0,3,23,FF,DC,00,00,00,00,00,,,
16694477,00000023,FALSE,Rx,0,5,23,E6,C2,00,33,00,00,00,,,
16744290,0000001B,FALSE,Rx,0,3,25,FF,DA,00,00,00,00,00,,,
16774382,00000023,FALSE,Rx,0,5,25,4A,BD,00,D2,00,00,00,,,
16824635,0000001B,FALSE,Rx,0,3,26,FF,D9,00,00,00,00,00,,,
16854272,00000023,FALSE,Rx,0,5,26,4E,BD,00,CD,00,00,00,,,
16904309,0000001B,FALSE,Rx,0,3,28,FF,D7,00,00,00,00,00,,,
16934377,00000023,FALSE,Rx,0,5,28,CF,C2,00,45,00,00,00,,,
16984605,0000001B,FALSE,Rx,0,3,24,FF,DB,00,00,00,00,00,,,
17014432,00000023,FALSE,Rx,0,5,24,07,C6,00,0E,00,00,00,,,
17064420,0000001B,FALSE,Rx,0,3,27,FF,D8,00,00,00,00,00,,,
17094671,00000023,FALSE,Rx,0,5,27,EE,BD,00,2C,00,00,00,,,
17144491,0000001B,FALSE,Rx,0,3,B1,FF,4E,00,00,00,00,00,,,
17174710,00000023,FALSE,Rx,0,5,B1,80,7F,04,4A,00,00,00,,,
17224530,0000001B,FALSE,Rx,0,3,21,FF,DE,00,00,00,00,00,,,
17254469,00000023,FALSE,Rx,0,5,21,81,C2,00,9A,00,00,00,,,
17304473,0000001B,FALSE,Rx,0,3,22,FF,DD,00,00,00,00,00,,,
17334523,00000023,FALSE,Rx,0,5,22,8A,BD,00,95,00,00,00,,,
17384449,0000001B,FALSE,Rx,0,3,23,FF,DC,00,00,00,00,00,,,
17414293,00000023,FALSE,Rx,0,5,23,E6,C2,00,33,00,00,00,,,
17464529,0000001B,FALSE,Rx,0,3,25,FF,DA,00,00,00,00,00,,,
17494795,00000023,FALSE,Rx,0,5,25,4A,BD,00,D2,00,00,00,,,
17544472,0000001B,FALSE,Rx,0,3,26,FF,D9,00,00,00,00,00,,,
17574483,00000023,FALSE,Rx,0,5,26,4E,BD,00,CD,00,00,00,,,
17624471,0000001B,FALSE,Rx,0,3,28,FF,D7,00,00,00,00,00,,,
17654530,00000023,FALSE,Rx,0,5,28,CF,C2,00,45,00,00,00,,,
17704599,0000001B,FALSE,Rx,0,3,24,FF,DB,00,00,00,00,00,,,
17734545,00000023,FALSE,Rx,0,5,24,B5,C6,00,5F,00,00,00,,,
17784471,0000001B,FALSE,Rx,0,3,27,FF,D8,00,00,00,00,00,,,
17814545,00000023,FALSE,Rx,0,5,27,EE,BD,00,2C,00,00,00,,,
17864382,0000001B,FALSE,Rx,0,3,B1,FF,4E,00,00,00,00,00,,,
17894570,00000023,FALSE,Rx,0,5,B1,80,7F,04,4A,00,00,00,,,
17944407,0000001B,FALSE,Rx,0,3,21,FF,DE,00,00,00,00,00,,,
17974554,00000023,FALSE,Rx,0,5,21,81,C2,00,9A,00,00,00,,,
18024415,0000001B,FALSE,Rx,0,3,22,FF,DD,00,00,00,00,00,,,
18054418,00000023,FALSE,Rx,0,5,22,8A,BD,00,95,00,00,00,,,
18104526,0000001B,FALSE,Rx,0,3,23,FF,DC,00,00,00,00,00,,,
18134498,00000023,FALSE,Rx,0,5,23,E6,C2,00,33,00,00,00,,,
18184551,0000001B,FALSE,Rx,0,3,25,FF,DA,00,00,00,00,00,,,
18214443,00000023,FALSE,Rx,0,5,25,4A,BD,00,D2,00,00,00,,,
18264376,0000001B,FALSE,Rx,0,3,26,FF,D9,00,00,00,00,00,,,
18294995,00000023,FALSE,Rx,0,5,26,4E,BD,00,CD,00,00,00,,,
18344440,0000001B,FALSE,Rx,0,3,28,FF,D7,00,00,00,00,00,,,
18374587,00000023,FALSE,Rx,0,5,28,CF,C2,00,45,00,00,00,,,
18424448,0000001B,FALSE,Rx,0,3,24,FF,DB,00,00,00,00,00,,,
18454467,00000023,FALSE,Rx,0,5,24,50,C7,00,C3,00,00,00,,,
18504432,0000001B,FALSE,Rx,0,3,27,FF,D8,00,00,00,00,00,,,
18534563,00000023,FALSE,Rx,0,5,27,EE,BD,00,2C,00,00,00,,,
18584647,0000001B,FALSE,Rx,0,3,B1,FF,4E,00,00,00,00,00,,,
18614403,00000023,FALSE,Rx,0,5,B1,80,7F,04,4A,00,00,00,,,
18664472,0000001B,FALSE,Rx,0,3,21,FF,DE,00,00,00,00,00,,,
18694715,00000023,FALSE,Rx,0,5,21,81,C2,00,9A,00,00,00,,,
18744495,0000001B,FALSE,Rx,0,3,22,FF,DD,00,00,00,00,00,,,
18774499,00000023,FALSE,Rx,0,5,22,8A,BD,00,95,00,00,00,,,
18824463,0000001B,FALSE,Rx,0,3,23,FF,DC,00,00,00,00,00,,,
18854483,00000023,FALSE,Rx,0,5,23,E6,C2,00,33,00,00,00,,,
18904447,0000001B,FALSE,Rx,0,3,25,FF,DA,00,00,00,00,00,,,
18934563,00000023,FALSE,Rx,0,5,25,4A,BD,00,D2,00,00,00,,,
18984679,0000001B,FALSE,Rx,0,3,26,FF,D9,00,00,00,00,00,,,
19014490,00000023,FALSE,Rx,0,5,26,4E,BD,00,CD,00,00,00,,,
19064399,0000001B,FALSE,Rx,0,3,28,FF,D7,00,00,00,00,00,,,
